Date,adj_index_level
2022-02-16,959.3542698488895
2022-02-17,940.3620465619528
2022-02-18,935.3311618840752
2022-02-22,931.5394783298278
2022-02-23,912.0173502783524
2022-02-24,918.1647476747772
2022-02-25,942.521506993206
2022-02-28,920.2675151939808
2022-03-01,901.644491543727
2022-03-02,920.333987262386
2022-03-03,920.384747102734
2022-03-04,912.6009531410754
2022-03-07,888.1420163648743
2022-03-08,884.4125750937596
2022-03-09,901.051823161155
2022-03-10,896.9835809518198
2022-03-11,886.1904577071442
2022-03-14,884.2973124136461
2022-03-15,898.1769051679258
2022-03-16,918.248687003969
2022-03-17,926.445729012612
2022-03-18,934.3176874110484
2022-03-21,933.8556744118356
2022-03-22,942.359404720422
2022-03-23,930.0881878554362
2022-03-24,940.1873959600388
2022-03-25,946.8983014908408
2022-03-28,949.7737232607876
2022-03-29,962.3422301418756
2022-03-30,956.621122022678
2022-03-31,943.1953709594242
2022-04-01,951.2714598767836
2022-04-04,951.7786630791207
2022-04-05,943.135226754863
2022-04-06,941.1340548450308
2022-04-07,939.9940562118986
2022-04-08,943.5633397534256
2022-04-11,938.3504008390368
2022-04-12,933.6253838986112
2022-04-13,945.9673593949154
2022-04-14,938.0534716932364
2022-04-18,932.0564615665384
2022-04-19,948.5306113142706
2022-04-20,952.2948477957912
2022-04-21,938.9117854815432
2022-04-22,909.2423233830204
2022-04-25,911.1305010259802
2022-04-26,886.5846085837726
2022-04-27,889.6020099787613
2022-04-28,889.1486180518879
2022-04-29,861.819464346651
2022-05-02,865.5556225553908
2022-05-03,870.9647897601643
2022-05-04,896.3287141244413
2022-05-05,869.3958999292666
2022-05-06,861.2059337063004
2022-05-09,839.8088892643906
2022-05-10,838.9846333240225
2022-05-11,830.672137643976
2022-05-12,836.9801871730253
2022-05-13,850.687157183859
2022-05-16,850.609063033505
2022-05-17,870.1637527233565
2022-05-18,841.3876522424077
2022-05-19,843.013745175061
2022-05-20,842.9953593231924
2022-05-23,857.3195625938853
2022-05-24,853.749085177532
2022-05-25,863.1922225201578
2022-05-26,878.1343681568183
2022-05-27,895.3809579463893
2022-05-31,887.0052301205172
2022-06-01,878.5441370525791
2022-06-02,892.8848680846296
2022-06-03,879.6832706884571
2022-06-06,881.5522839285088
2022-06-07,891.5816926363248
2022-06-08,879.9169385053123
2022-06-09,861.6587986419377
2022-06-10,842.0133373330291
2022-06-13,809.2151118006353
2022-06-14,799.6879312808848
2022-06-15,809.4247594629904
2022-06-16,778.1966657532143
2022-06-17,785.2721954984607
2022-06-21,794.4819373400735
2022-06-22,797.057000086229
2022-06-23,803.0092862028067
2022-06-24,827.9358053464535
2022-06-27,828.4893252051145
2022-06-28,814.5183174995532
2022-06-29,811.1886991393957
2022-06-30,803.6137774633711
2022-07-01,817.6000621103968
2022-07-05,812.5069739283286
2022-07-06,811.5783355692092
2022-07-07,821.92596653185
2022-07-08,818.5009399500663
2022-07-11,809.9090479262181
2022-07-12,807.1846768661381
2022-07-13,805.291032578116
2022-07-14,796.3703590537195
2022-07-15,812.5191714929416
2022-07-18,808.2745458653554
2022-07-19,830.8111562035657
2022-07-20,837.30526415627
2022-07-21,847.1508989302778
2022-07-22,846.6730718240004
2022-07-25,850.630955394614
2022-07-26,849.4178790430642
2022-07-27,860.7442391522542
2022-07-28,853.6773579878319
2022-07-29,851.0243357825366
2022-08-01,851.3023671854995
2022-08-02,847.5861964618663
2022-08-03,856.3898467034267
2022-08-04,858.4539031933025
2022-08-05,861.6465929486089
2022-08-08,864.5060740715045
2022-08-09,860.1983966523624
2022-08-10,879.9066254190319
2022-08-11,884.5446634102194
2022-08-12,898.9062042862463
2022-08-15,903.1560087267464
2022-08-16,905.156269278272
2022-08-17,891.0971694116732
2022-08-18,890.257258314475
2022-08-19,880.8074978082494
2022-08-22,862.5755479492237
2022-08-23,860.7074188460041
2022-08-24,864.6683248113802
2022-08-25,876.2905301046366
